Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=af70d21b99efd308,new[정보보호팀] 보안 엔지니어,서울 동작구,,"Orchestration, Automation and Response) 도구 사용 경험 - Python 개발 경험 - Snort, Zeek(bro), Osquery, Wazuh 혹은 상용 EDR(Endpoint..."
https://kr.indeed.com/viewjob?jk=d17da0baecf05910,데이터 분야 경력,서울,,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
https://kr.indeed.com/viewjob?jk=05d9d628415d5954,new[게임사] 사내 및 서비스 보안 담당자,성남 분당구,,"및 Rule 개발 경력이 있는 분 - 각종 스크립트 언어(Perl, Python, shell script 등)의 활용 능력을 갖춘 분 커리어라임즈... 각종 스크립트 언어(Perl, Python, shell script 등)의..."
https://kr.indeed.com/viewjob?jk=22b6023819d408e0,newData Scientist 경력인재 - 글로벌 우량대기업,서울,,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터시각화디자이너|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=b9b3087ba79fce98,new대기업 시큐리티 카메라 SOC 개발자 (판교),서울,"연봉 60,000,000원 - 70,000,000원","VHDL RTL 설계- System-Verilog 및 UVM 설계- Python, C/C++ 가능- Timing report 분석 가능(DC,PT... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),인천 연수구,,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
https://kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수),대한민국,,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
https://kr.indeed.com/viewjob?jk=a0dda478567db352,"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",경기도 화성,,"자기주도적으로 진행한 경험 - Python/C/C++ 능통자 - 데이터... RNN 등 딥러닝 이론 및 알고리즘 유경험자 - C/C++, Java, Python/TensorFlow/Caffe 사용가능자 - Matlab/R 분석..."
https://kr.indeed.com/viewjob?jk=1c2dec1a2156f6aa,(데이터개발) API플랫폼 개발자,성남 분당구,,"architecture를 구현하고 이를 효과적으로 관리할 수 있는 기반 개발 지원자격 - Java, Go, Python 중 한 가지 이상의 언어를 이용한 웹 서비스 개발 경험이 있으신 분 - MySQL 등의 RDBMS..."
https://kr.indeed.com/viewjob?jk=9111cf617b9f0b41,new(주)엘솔루 웹 개발자,서울,,Stack 개발 유경험자. Javascript / React / Python / NodeJS 개발 유경험자 Node.js 개발 유경험자 HTML 5... ㆍJavascript / React / Python / 인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
https://kr.indeed.com/viewjob?jk=2f10405c3308e959,2021년 전문직(데이터 분석전문가),경상북도 김천,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=14d562d10c215572,"PHP, Python 신입/경력 정규직",서울 금천구,,"주식회사 비즈부스터 PHP, Python 개발자 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]*당사의 서비스(비즈탑) 솔루션 및 서비... 프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
https://kr.indeed.com/viewjob?jk=4cb99359286be26c,new(주)엘솔루 웹 프로그래머,서울,,그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|경영·인사·총무·사무>경영·기획·전략>경영기획|경영·인사·총무·사무>경영·기획·전략>사업기획|경영·인사...
https://kr.indeed.com/viewjob?jk=1d656bb9193f8e04,new미래금융팀 경력직원(데이터분석),대한민국,,"데이터 과학 관련 학위 소유 · 데이터 마이닝, 통계, 머신러닝 관련 지식 및 활용경험 · 프로그램 언어( Python, C) 경험 - 우대사항 · 금융기관 데이터 분석 및 금융 시계열 데이터 분석 프로젝트 경험 · Graph..."
https://kr.indeed.com/viewjob?jk=2b9e604e63e7e46d,[카카오커머스] 기술직군,성남 분당구,,"우대사항 - 전자금융 감독규정, PCIDSS에 대한 실무 경험이나 이해도가 높으신 분 - JAVA, Python, shell script 등 개발 역량을 갖추신 분 - 웹/앱 취약점 진단 및 모의해킹 역량을 갖추신..."
https://kr.indeed.com/viewjob?jk=45e2530522c7472a,"newPython, 인공지능(AI) 외 신입/경력 정규직",성남 분당구,,제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>Oracle DB|인터넷·IT·통신·모바일·게임>ERP...
https://kr.indeed.com/viewjob?jk=f5a55624fe53d770,Data Scientist (KOREA),충청북도 청주,,"data visualization * Experience using tools... SAS JMP, Python, Matlab, KNIME, and SIMCA * Experience with developing..."
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=c80b67aa02a7b226,인공지능연구소 우수인력 초빙 - 연구원 및 연구관리직 -,광주 북구,,"기술 컴퓨터사이언스, 머신러닝, 컴파일러, 자연언어 처리, 네트워킹, 지능형 센서 관련 지식 Python/Java/C++/Web/App/API 프로그래밍, 딥러닝, 자연어처리, TCP/IP 등에 대한 지식 필요기술..."
https://kr.indeed.com/viewjob?jk=0f284536b918df4f,newCloudNative Engineer,경기도 성남,,"Jenkins,argonCD 등의 CI/CD 서비스 운영 - Python등을 이용한 업무 효율화/자동화 개발 [자격요건] - Cloud... 작업 경험이 있으신 분 - Python,perl 등을 이용한 업무 효율화..."
https://kr.indeed.com/viewjob?jk=7fe7cc44708cc133,"Python, C++, App 개발",안산 원곡동,"연봉 30,000,000원","상용직 근무예정지 경기도 안산시 단원구 능안로 4039호 (신길동,안산디지털파크) 인근지하철 직무내용 python/CPP 프로그래밍 경력조건 무관 필요경력 자격면허 병역 병역 특례 무관 외국어 능력 컴퓨터 활용 채용가능..."
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viewjob?jk=006e17961eb8087a,딥러닝 개발인력 - 2021년?춘천시?일자리박람회?참여업체,강원도 춘천,,"W 개발 , 의료AI 개발 자격요건 : - 컴퓨터비전 및 딥러닝 이론에 대한 전반적인 이해 - C++ , Python 프로그래밍 가능 기타 : 수습기간 있음 (3개월 이내) [근무시간 및 형태] 주 5일 근무 (오전) 9시..."
https://kr.indeed.com/viewjob?jk=d330e919051497ab,Data Scientist,경기도 화성,,long periods of time (up to 1 month each time). Programming – python proficient. Machine learning and data science experience...
https://kr.indeed.com/viewjob?jk=15edcadd124ad99a,매칭 데이터분석,성남 분당구,,"최적화 된 모델을 적용하고 평가합니다. 지원자격 [이런 경험을 가진 파티원을 찾습니다.] - SQL, Python 등의 언어를 통해 데이터를 가공한 경험이 있는 분을 찾습니다. - 문제에 적합한 머신러닝 모델을 선택하고..."
https://kr.indeed.com/viewjob?jk=69d9407fc0aa91c5,new반도체 신입 정규직,경기도 화성,,"반도체 평가및 분석. PCB회로설계. 반도체 공정기술. S/W 개발 [자격요건]. 관련전공 및 관련 학과. Python, C, C++ 이용 경험자. 신입 및 경력 2년 이내[ 우대사항]. 영어가능자 0 명 근무조건 고용형태..."
https://kr.indeed.com/viewjob?jk=6f59a1e078546beb,"new[부산 IT 취업교육] 자바·빅데이터 실무개발자 , 네트워크·파이썬 실무전문가",부산 부산진구,,통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R
https://kr.indeed.com/viewjob?jk=ff5b5fcb175a0edd,newVision AI Engineer,대한민국,,"좋아하고 팀원들과 소통하며 함께 성장하는 것을 추구하시는 분 다음 중 하나 이상의 언어에 능숙하신 분 ( Python/C, C++/Java/Object C/Swift/Kotlin) 우대사항 석사 또는 박사 학위를 보유하신 분..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=db50e8f6906d9e66,new대기업 영상처리 관련 IP 개발자 (판교),서울,"연봉 60,000,000원 - 70,000,000원","Verification- Mentor Catapult HLS Tool 경험자- Python 가능[근무부서 및 직급/직책]직급/직책: 대리, 과장... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=f39f8695610d4d2f,Virtual Robotics Simulation Engineer,서울 서초구,,"C/C++, Software Design, Debugging Skills - 스크립트 언어 개발 경험 ( Python, Bash, etc) 3. 우대사항 - ROS2 환경 개발 경험 - Unreal Engine, Unity..."
https://kr.indeed.com/viewjob?jk=4d62f108017056a2,백엔드개발 인공지능바이오제약코스닥기업,대한민국,,"선과 신규 서비스의 UI, 기능을 설계 및 개발"" ※ 자격조건 - python 개발 경험(기본) - non-sql DB, sql DB 중 1개 이상... 사용 경험 - 풀스택 개발자 - python, C# 동시 사용"" 기타정보..."
https://kr.indeed.com/viewjob?jk=89f3e10d77a126bf,Field Service Engineer,경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
https://kr.indeed.com/viewjob?jk=1806287902a1a36e,[데이터센터] (경력/신입) 카카오 데이터센터 Data Scientist 모집,성남 판교역,,"않고, 기술이 비즈니스 가치로 변모할 수 있는 그 가능성에 집중합니다. 지원자격 필수사항 Go, Python, Scala, Java, C/C++ 중 하나 이상의 언어에 능숙하신 분 SQL 또는 HiveQL에 능숙하신..."
https://kr.indeed.com/viewjob?jk=abbb8df34c660e0a,"빅데이터, (AI)인공지능 외 신입/경력 인턴 (정규직전환)",서울 금천구,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=a1a89406f38aabeb,Social Media Data Analyst,대한민국,,경력이 있으신 분 주체적으로 도메인 업무를 분석하여 정리하는 데 익숙하신 분 데이터 분석 및 추출을 위한 Python 언어를 사용할 수 있으신 분 긍정적으로 다른 분야의 팀과 작업 및 협업할 수 있으신 분 관계형 DB의 사용...
https://kr.indeed.com/viewjob?jk=7f13c34298c6450b,new코스닥 상장 게임회사 서비스 보안 담당자,성남 분당구,"연봉 60,000,000원 - 70,000,000원","분 - IDS / IPS 패턴 분석 및 Rule 개발 경력이 있는 분 - 각종 스크립트 언어(Perl, Python, shell script 등)의 활용 능력을 갖춘 분[근무부서 및 직급/직책]직급/직책: 대리, 과장 [자격..."
https://kr.indeed.com/viewjob?jk=c39d18040425ef53,PostgreSQL 운영 및 데이터베이스 관리자 모집,성남 판교역,,"청하고 잘 이해하는 분 Database 운영 유경험자 ( PostgreSQL 운영 경험이 있으신 분 우대) python, go, bash 등 개발 경험이 있는 분 우대 클라우드 환경의 DB시스템 구축 및 운영 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=7fe629cb8c674cc5,"new[대기업] 딥러닝(AI) 영상분석(영상인식, 얼굴인식)",서울,,공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=29faa893f345e036,GEDP,경기도 성남,,using C programming language Scripting languages like Lua/ Python/JavaScript may also be used if needed Support connected...
https://kr.indeed.com/viewjob?jk=89f20c4eca4f47e5,newIndustrial Engineer - Korea,부산,,"region. Proficiency in programming languages (ie. SQL, Python) Experience programming in Tableau or other data visualization..."
https://kr.indeed.com/viewjob?jk=9941b739641f430e,"정보시스템, Python 외 경력 정규직",경기도 부천,"연봉 40,000,000원 - 50,000,000원",인터넷·IT·통신·모바일·게임>네트워크·서버·보안>정보시스템|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=551409751649bb42,new[진행중] 우리은행 AI사업부 전문직(인공지능(AI) 모델링) 채용공고,서울 회현동,,"조건 중 한 가지 이상 충족) - 인공지능 알고리즘 설계/검증 및 성능 개선 업무 경력 보유 - Python, R 등 프로그래밍 활용 역량 보유 - 은행, 카드, 보험 등 금융 분야 프로젝트 리더 경험자 우대사..."
https://kr.indeed.com/viewjob?jk=84fd9f9deb6105b0,"웹개발, Python 외 신입/경력 계약직",서울 강서구,,"주식회사 쿠바로엠앤씨 웹개발, Python 외 신입/경력 계약직 채용 모집... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=2d6758e0cf68af13,new[TmaxTibero/기술] DBMS 제품 QA 신입 및 경력,성남 분당구,,연관 3rd Party 제품 기술지원 경험자(경력 지원자) - Unix/Linux 경험자 - Java/C/ Python/shell 초급 개발자/경험자(경력 지원자) - S/W QA 경험자(경력 지원자) - CDC 제품 사용...
https://kr.indeed.com/viewjob?jk=10c5107f8bac04ff,new[웹젠] 사내IT인프라(신입/경력),성남 분당구,,"Terraform 등 운영 경험이 있는 분 - Powershell, Python, Bash,Batch 작성이 가능한 분 - L2,L3 네트워크 기본... 있는 분 - Powershell, Python, Bash,Batch 작성이..."
https://kr.indeed.com/viewjob?jk=249eeb434d15e731,new연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱),경기도 광명,"연봉 42,000,000원","그래밍 가능자 우대 S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자 * 전기..."
https://kr.indeed.com/viewjob?jk=100cb32e95d18fc1,[대형증권사] IT보안,서울 강남구,,"기획 운영 - 인증서비스 마케팅 - 신원확인업무 기획 학력사항: 대학교(4년)졸업 -이공계 전공, C#, Python,JavaScript,SQL 사용 가능 우대 0 명 근무조건 고용형태: 정규직급여조건: 연봉 협의 후 결정..."
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,성남 판교역,,"분야 석사 또는 박사 학위 소지자 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
https://kr.indeed.com/viewjob?jk=da280e20451ce755,Integration Engineer,서울 강남구,"연봉 40,000,000원 - 50,000,000원","algorithm • (Preferred) Experience of variant script language ( Python, Shell) • (Preferred) Experience of Linux build system..."
https://kr.indeed.com/viewjob?jk=d8a8869ab092f731,데이터 엔지니어 및 사이언티스트,성남 판교역,,"등 데이터 엔지니어와 사이언티스트의 업무를 경계 없이 수행하게 됩니다. 지원자격 개발 경력 3년 이상 Python, Scala, Java, C++ 중 하나 이상의 언어에 능통 SQL 또는 HiveQL에 능통 대용량 데이..."
https://kr.indeed.com/viewjob?jk=e951171f8f1cb118,[EY컨설팅] 컨설팅본부 Data & Analytics팀 (데이터 전략 및 3개 포지션) 경력 컨설턴트 모집,대한민국,,"데이터 분석 업무 경력 - R 또는 Python 활용한 데이터 전처리 및 분석 모델링, 시각화/리포팅 경험자 - 분석 기획-수행-결과 보고를 위한 원활한 커뮤니케이션 및 문서 작성 능력 - Python 딥러닝 프레임워크..."
https://kr.indeed.com/viewjob?jk=9214061c8bc345b2,FX,서울 서초구,,후디니 사용자 – 이펙트 요소 표현에 뛰어난 감각 소유 – VFX 파이프라인에 대한 이해도 우대사항 – Python 등 Scripting 유경험자 전형절차 서류전형 1차 실무면접 2차 임원면접 최종합격 서류전형 1차 실무면...
https://kr.indeed.com/viewjob?jk=7fdcd7a7457b1e93,데이터 분석,경기도 성남,,"의 서비스 이용/소비형태/이상현상과 트렌드 변화가 궁금하신 분 - B2C서비스 데이터 분석 직군에서 데이터 핸들링 경험이 있으신 분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
https://kr.indeed.com/viewjob?jk=a1f840f86b4fcee6,newEnterprise Sales Engineer,서울,,"programming/scripting with any... following: Java, Python, Ruby, Go, Node.JS, PHP... NET etc. Someone... minimum..."
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/viewjob?jk=de1dab43d7a681ba,웹개발자 - PHP/MYSQL/PYTHON,서울 마포구,"월급 2,200,000원 - 2,400,000원",지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 PHP / MYSQL 을 기본으로 하는 웹 개발 업무 회원가입 / 게시판 연동 등의 기본 데이터베이스 스키마 설계 사이트 분석 및 유지보수 등을 기본 업무로 합니다...
https://kr.indeed.com/viewjob?jk=c6cbe4d8dd9afcb1,사내 및 서비스 보안 담당자 (경력),대한민국,,"있는 분 - IDS / IPS 패턴 분석 및 Rule 개발 경력이 있는 분 - 각종 스크립트 언어(Perl, Python, shell script 등)의 활용 능력을 갖춘 분 모집기간 채용시 마감 고용형태 정규직"
https://kr.indeed.com/viewjob?jk=77dfad5a778a94c2,Senior Data Scientist,서울,,"leadership. Fluency... least one scripting language (e.g. Python, R) Fluency in English local office language is required..."
https://kr.indeed.com/viewjob?jk=c39d18040425ef53,PostgreSQL 운영 및 데이터베이스 관리자 모집,성남 판교역,,"청하고 잘 이해하는 분 Database 운영 유경험자 ( PostgreSQL 운영 경험이 있으신 분 우대) python, go, bash 등 개발 경험이 있는 분 우대 클라우드 환경의 DB시스템 구축 및 운영 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=0ad6d55e97b4e1e5,Data Center Operations Engineer,서울,,"vendors · Scripting skills - Bash, Python, Perl, etc. · Project coordination... 스크립팅 기술 - Bash, Python, Perl 등 보유자 · 프로젝트..."
https://kr.indeed.com/viewjob?jk=dbe3257e487e5814,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),서울,,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 Python 사용 경험이 있으신 분 다음 항목 중 두 가지 이상에 해당되는 분 AWS 혹은 GCP와 같은 클라우드 플랫폼..."
https://kr.indeed.com/viewjob?jk=5e7dc1196f13b938,"NAVER, LINE 서비스 플랫폼 운영",성남 삼평동,,"유하신 분 - 프로그래밍 언어( python, java, c언어 등) 초급... System, WEB/WAS, DB운영 경험 - 프로그래밍 언어( python, java, c언어 등) 중급 이상 - 국가보훈대상자 및 장애인은..."
https://kr.indeed.com/viewjob?jk=5fabc892216e1c62,[Data Science Div - Business Insights Dept] Business Data An...,서울,,"analytics... digital, consumer facing company Knowledge of Python and Spark Experience with large individual customer..."
https://kr.indeed.com/viewjob?jk=edf8d34357ba0747,Web Full-Stack Engineer,서울,,related field. Proficiency in one of Java/Typescript/ Python programming languages. Familiarity with front-end frameworks...
https://kr.indeed.com/viewjob?jk=7b01b148de539ca1,new클라우드 엔지니어,서울 구로구,,"새로운 환경을 익히는 것에 즐거움을 느끼시는 분 - DevOps개발자로 성장하고 싶으신 분 우대사항 - Python 개발 경험이 있으신 분 - 대용량 트래픽 및 트래픽 분산 처리 경험이 있으신 분 - Ansible, Chef..."
https://kr.indeed.com/viewjob?jk=15edcadd124ad99a,매칭 데이터분석,성남 분당구,,"최적화 된 모델을 적용하고 평가합니다. 지원자격 [이런 경험을 가진 파티원을 찾습니다.] - SQL, Python 등의 언어를 통해 데이터를 가공한 경험이 있는 분을 찾습니다. - 문제에 적합한 머신러닝 모델을 선택하고..."
https://kr.indeed.com/viewjob?jk=43fca0900e0df847,"newSenior Technical Support Engineer, APAC",서울,,"experience... least 2 programming languages like Bash, C, Python, GO, etc . Experience with Ubuntu or Debian. Must..."
https://kr.indeed.com/viewjob?jk=1b62babbbf2d717a,경험최적화 - 데이터 사이언티스트/분석가,성남 분당구,,피처 탐색 등) - 게임 내 행동 패턴 로그 분석과 패턴 식별 및 이를 통한 서비스 개선 지원자격 - Python을 사용한 데이터 분석 및 모델 개발 경험 - 머신러닝 라이브러리 활용 경험 - 셀프 모티베이션과 원활한...
https://kr.indeed.com/viewjob?jk=f5a55624fe53d770,Data Scientist (KOREA),충청북도 청주,,"data visualization * Experience using tools... SAS JMP, Python, Matlab, KNIME, and SIMCA * Experience with developing..."
https://kr.indeed.com/viewjob?jk=d4e0ea410b5cedb2,[국내 최고회사] Front-End 개발자,성남 분당구,,프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹기획·웹마케팅·PM>웹서비스기획|인터넷·IT·통신·모바일·게임>웹기획·웹마케...
https://kr.indeed.com/viewjob?jk=806a082758707a8f,Application Engineer III - (E3),대한민국,,"trainer. 7. Direct experience of algorithm writing (e.g., R, Python... plus. 8. Travel to international locations at ~25..."
https://kr.indeed.com/viewjob?jk=1b9055656aa259b7,Database Engineer 모집,성남 판교역,,"및 트러블슈팅 가능자 - 다양한 Public Cloud DB products에 대한 이해 - Script( python, bash, powershell) 언어 가능자 우대사항 - 상황 대처 / 문제 해결 / 공감 능력 보유자..."
https://kr.indeed.com/viewjob?jk=2d6758e0cf68af13,new[TmaxTibero/기술] DBMS 제품 QA 신입 및 경력,성남 분당구,,연관 3rd Party 제품 기술지원 경험자(경력 지원자) - Unix/Linux 경험자 - Java/C/ Python/shell 초급 개발자/경험자(경력 지원자) - S/W QA 경험자(경력 지원자) - CDC 제품 사용...
https://kr.indeed.com/viewjob?jk=d8b341c63c65093f,Engineering Technologist – EDA data storage solutions,서울,,years deploying complex EDA solutions. Able to leverage Python or Java scripting where possible to automate and work smarter...
https://kr.indeed.com/viewjob?jk=6222ccd51e1464f0,Application Architect,서울,,"C#, Swift, Node.js, Python, Go, or Ruby... JavaScript, C / C ++, C #, Swift, Node.js, Python, Go 또는 Ruby 중 두 개 이상의 언어를 활용한 코딩..."
https://kr.indeed.com/viewjob?jk=7df915e1f0f86b2d,Software Architecture 설계 엔지니어,성남 분당구,"연봉 40,000,000원 - 100,000,000원",경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",서울 영등포구,,"시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science) 분야 또는..."
https://kr.indeed.com/viewjob?jk=f03820a677487093,new(사)한국우정기술협회 시스템 개발기획·설계 경력직,서울 중구,"월급 4,400,000원","서비스 개발기획 경험자ㆍ요구사항정의, 품질, 형상관리 등의 수행 가능자ㆍ Python, SQL, HTML 등에 대한 이해 또는 사용 경험ㆍ기획, 디자인... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=47209d0b3b717673,꿈꾸는 개발자 데뷔코스 싹(SSAC) 3기 교육생,서울 영등포구,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=2b33400b94b52275,[NAVER Cloud] Network Engineering,서울,,"네트워크 설계, 구축, 운영 경험을 보유하신 분 - 운영 자동화를 위한 운영도구 개발 경험을 보유하신 분 - Python, Ansible 등에 대한 이해와 이를 활용한 개발 경험을 보유하신 분 - 클라우드 네트워크 설계/구축..."
